id,recipename_id,NumStep,StepDesc
269,78,1,"Cut pork loin into 8 steaks. Place steaks, cut-side up, on a chopping board and cover with plastic wrap. Using a rolling pin, lightly flatten to 5 mm thickness. Remove plastic wrap and place 4 sage leaves on half of the steaks, then top with the remaining steaks. Secure with a toothpick at either end."
270,78,2,"Heat oil in a heavy-based frying pan over medium heat. Add pork and cook for 5 minutes each side, or until browned. Remove from pan, cover lightly with foil and set aside to rest."
271,78,3,"Return pan to heat, add lemon juice, tomatoes and wine and bring to a boil. Reduce heat and simmer for 2 minutes. Return pork to pan and continue to simmer for 8 minutes."
272,78,4,"Meanwhile, steam broccolini and carrots. Divide vegetables among serving plates and arrange pork alongside. Sprinkle pork with parsley and serve immediately."
273,79,1,"Place cumin, lemon juice and zest, garlic and half the oil in a large dish and mix well. Add lamb, turning to coat thoroughly, then cover and set aside for 10 minutes."
274,79,2,"Meanwhile, place remaining oil in a bowl, add oranges, coriander, onion, feta and spinach leaves and toss well."
275,79,3,"Preheat a grill plate or barbecue grill to high. Add lamb and cook for 3 minutes each side, or until done to your liking. Serve with the salad."
276,80,1,"To make the spice crust, mix all spices well in a bowl. Coat chops with a little olive oil, then coat thoroughly in spice mixture. Cover with plastic wrap and refrigerate for 1 hour."
277,80,2,"To make the ratatouille, heat oil in a large frying pan over medium heat. Add eggplant and cook for 4 minutes, or until golden. Add onion and garlic and sautv© until lightly coloured.  Add capsicum and zucchini and cook for 1 minute, then add chicken stock and tomato. Bring to a boil and cook for a further5 minutes. Add herbs and season to taste. Keep warm over heat."
278,80,3,"Heat oil in a frying pan over high heat and cook chops for 3 minutes each side, or until done to your liking. Divide ratatouille between plates and top with chops and a wedge of lemon."
279,81,1,"Heat oil in a large saucepan over medium heat. Add beef in batches and cook for 5 minutes, or until browned. Return all meat to pan, add onion and garlic and cook for 3 minutes, or until onion is soft. Add mushrooms, dried herbs, tomatoes and stock and bring to a boil. Reduce heat and simmer, covered, for 30 minutes. Pour in cornflour mixture and simmer, uncovered, for a further 10 minutes, or until thick. Spoon pie filling into a 2 litre ovenproof pie dish and set aside to cool slightly."
280,81,2,Preheat oven to 200¬8C (390¬8F). 
281,81,3,"Roll out pastry to 5 mm thickness and the size of the pie dish. Brush rim of pie dish with a little milk, then drape pastry over, pressing the edges firmly onto the rim of the dish. Brush pastry with a little more milk and bake for 20 minutes. Serve with steamed green vegetables or a crisp green salad."
282,82,1,Preheat oven 180¬8C (350¬8F).
283,82,2,"Remove all sinew from pork. Season well, then roll in fennel. Wrap in plastic wrap and refrigerate for 10‚Äì15 minutes."
284,82,3,"Heat a large frying pan over high heat. Coat pork with half the oil and cook each side for 3 minutes, or until golden. Set aside, covered."
285,82,4,"Place apples in an ovenproof dish, sprinkle with brown sugar and water and cover with foil. Set aside. Place parsnip, rosemary and remaining oil in a baking dish and toss to coat. Bake for 10 minutes."
286,82,5,"Transfer apples in their dish to oven. At the same time, add pork to the parsnip dish. After a further 10 minutes cooking, the parsnip should be golden, the pork cooked and the apples soft."
287,82,6,"Meanwhile, bring a small saucepan of lightly salted water to a boil. Add beans and cook for 5‚Äì6 minutes, then drain."
288,82,7,"Turn off the oven, transfer pork to a plate and allow to rest, covered, for 5 minutes. Slice pork thickly and serve with parsnip, apple and green beans."
289,83,1,"Mix all marinade ingredients in a bowl. Add chicken and toss to coat thoroughly. Cover with plastic wrap and refrigerate, turning occasionally, for anywhere from 2 hours to overnight - the longer you leave it, the better the result."
290,83,2,Preheat oven to 180¬8C (350¬8F).
291,83,3,"Tip chicken and marinade into a baking dish, then bake for 30 minutes, basting occasionally."
292,83,4,"Meanwhile, bring a small saucepan of lightly salted water to a boil. Blanch vegetables for 2‚Äì3 minutes. Drain and divide between 4 serving plates. Arrange chicken on top of vegetables and brush with pan juices. Sprinkle with spring onion and serve with lime wedges."
293,84,1,"In a large bowl, mix all patty ingredients thoroughly. Form mixture into 4 patties."
294,84,2,"Preheat a grill plate or barbecue grill to high. Add patties and cook for 8 minutes each side, or until cooked through. Meanwhile, in a small bowl, mix yoghurt, cucumber and mint."
295,84,3,"To serve, spread a quarter of the hummus on each slice of bread. Layer with cos leaves, tomato and a burger patty, and top with a dollop of tatziki."
296,85,1,Preheat oven to 180¬8C (350¬8F).
297,85,2,"Heat oil in a medium-sized non-stick frying pan over high heat. Add onion, garlic, tomato, mushrooms and spinach leaves and cook for 5 minutes, or until vegetables are soft."
298,85,3,"Transfer to a bowl and allow to cool slightly. Add egg and water, lightly season and stir to combine. Spoon mixture into capsicum shells and sprinkle tops with parmesan and basil. Place on a baking tray and bake for 15‚Äì20 minutes, or until capsicum is soft and cheese is brown. Serve with salad."
299,86,1,"Place tuna, onion, coriander and lemon zest in a bowl and mix lightly with a fork. Add egg yolks (reserving whites for later) and continue to mix. Season lightly. Sift flour into mixture, and gently fold through."
300,86,2,"Place the egg whites in a clean bowl and whisk until soft peaks form. Spoon the whites into the tuna mixture and gently fold through. With slightly wet hands, form the mixture into 8 patties."
301,86,3,"Heat oil in a large non-stick frying pan over medium heat. Add patties and cook for 5 minutes each side, or until golden brown. Drain on paper towels. Serve tuna patties with a mixed-leaf salad tossed with an oil-free dressing."
302,66,1,Preheat oven to 200¬8C (390¬8F).
303,66,2,"In a small bowl, combine onion, capers, parsley, 1 tablespoon of the oil and half the lemon juice and zest."
304,66,3,"Tear off 4 large pieces of foil. Place a fish fillet in the centre of each and spoon over lemon and caper mixture. Bring together the long sides of each foil parcel and fold the edge over several times. Now fold in the short ends of the foil several times to ensure the parcel is well sealed. Transfer parcels to a baking tray and cook for 10 minutes, or until fish is cooked through. (The exact cooking time will depend on the thickness of the fillets.)"
305,66,4,"Meanwhile, steam squash for 5 minutes, or until cooked. Drain and slice thickly while still hot. Transfer to a large bowl and add spinach leaves. Toss to combine, and drizzle with remaining lemon juice and zest. Season lightly and serve alongside the steamed bream."
306,88,1,"Heat oil in a large heavy-based saucepan over high heat. Add onions, cardamom pods and cinnamon and cook for 10 minutes, or until onions are soft and golden. Add garam masala, garlic, lamb and 2 tablespoons of water and cook for 10 minutes, or until lamb is browned and spices are fragrant. Reduce heat and add chilli, tomatoes, spinach, extra 1 cup of water and half the yoghurt, and simmer for 30‚Äì40 minutes, or until lamb is tender. "
307,88,2,"Serve with an extra dollop of yoghurt, plus rice from your daily bread allowance."
308,6,1,"In a large bowl, sift flour and make a well in the centre. In a separate bowl, mix eggs and buttermilk. Pour egg mixture into flour and stir to make a smooth batter. Add corn, spring onions, parsley and capsicum and fold through."
309,6,2,"In a small bowl, mix lemon juice, yoghurt and coriander, and set aside."
310,6,3,"Heat oil in a large non-stick frying pan over medium heat. Drop 1/3-cupfuls of mixture into the pan and cook for 3 minutes, or until golden. Turn and cook for a further 3 minutes, or until mixture is firm and set."
311,6,4,"Serve 2 fritters per person, topped with a quarter of the smoked salmon and spinach, and drizzled with a little yoghurt dressing."
312,90,1,"Heat a large heavy-based saucepan over high heat. Coat lamb in half the oil and cook, in batches, for 5 minutes, or until browned. Remove from pan."
313,90,2,"Heat remaining oil in pan. Cook onions and garlic for 6 minutes. Add ginger, chilli, spices and bay leaf and cook for 2 minutes more. Stir through yoghurt and lime juice. Mix in lamb, then cover and simmer for 10 minutes. Mix in rice and 3/4  cup water. Preheat oven to 180¬8C (350¬8F)."
314,90,3,"Transfer to an ovenproof dish and cover with foil. Bake for 30‚Äì40 minutes, or until rice is cooked. Set aside for 5 minutes. Stir through sultanas, garnish with coriander and cashews and serve with a green salad."
315,91,1,Preheat oven to 180¬8C (350¬8F).
316,91,2,Mix marinade ingredients together in a bowl. Add chicken and toss to coat thoroughly. Cover bowl and allow the chicken to marinate for 10‚Äì15 minutes.
317,91,3,"Transfer chicken to a baking dish and cook for 15 minutes, or until cooked through. Remove from the oven and allow to cool. Slice chicken into long strips and set aside."
318,91,4,"Fill a large, shallow bowl with cold water. One by one, soak sheets of rice paper in cold water for 2 minutes, then drain and lay on a clean cloth. Divide chicken and remaining ingredients equally among the centres of the rice paper sheets. Tuck in both sides and roll up securely."
319,91,5,Serve with a sweet-chilli dipping sauce and a mixed-leaf salad.
324,93,1,"Bring water, stock, soy sauce, garlic, ginger, lime juice and coriander stalks to a boil in a large heavy-based saucepan. Reduce heat and simmer for 10 minutes. Add beef and cook for 20 minutes. Remove beef and set aside for 10 minutes."
325,93,2,"Meanwhile, strain stock and transfer to a clean saucepan. Return to a boil, then add broccolini and simmer for 3 minutes. Turn off the heat, add the spring onions and allow to infuse for 1 minute. Finely slice the meat."
326,93,3,"Strain the vegetables, reserving the stock, and transfer to serving bowls. Add sliced beef and a little of the stock. To serve, scatter with coriander leaves and offer extra steamed greens."
327,94,1,"Heat a large heavy-based saucepan over high heat. Coat veal with half the oil and cook, in batches, for 10 minutes, or until browned. Transfer to a large ovenproof casserole."
328,94,2,Preheat oven to 180¬8C (350¬8F).
329,94,3,"Heat the remaining oil in a saucepan over medium heat. Add onion, carrots, celery and garlic and cook for 5 minutes, or until vegetables are soft and lightly coloured. Add tomato paste, wine, rosemary, stock, tomatoes and cornflour and stir to combine. Pour vegetables and sauce over the veal. Cover with foil and bake for 1 hour. Remove foil and bake for a further 30 minutes. Remove from the oven and sprinkle parsley and lemon zest over the osso bucco. Serve with steamed vegetables."
330,95,1,"Heat oil in a heavy-based saucepan over medium heat. Add onion, celery, garlic and ginger and cook for 3 minutes, or until soft. Add corn and chicken stock and bring to a boil. Reduce heat and simmer for 10 minutes. Remove from heat and allow to cool."
331,95,2,"Transfer to a food processor and blend, leaving soup slightly chunky. Return soup to the saucepan and add soy sauce, crab meat, spring onions and coriander."
332,95,3,"Serve sprinkled with a little extra chopped coriander, if desired."
333,96,1,Preheat a grill plate or barbecue grill to high.
334,96,2,"Place capsicum, zucchini and onion in a bowl with half the oil and lightly season. Toss to coat thoroughly. Transfer to grill plate and cook, turning occasionally, for 3‚Äì5 minutes, or until charred and slightly wilted. Return vegetables to bowl. Add garlic, olives, balsamic vinegar, parsley, basil, lemon juice and remaining oil and toss lightly. Cover with plastic wrap and allow flavours to infuse while cooking the fish."
335,96,3,"Lightly spray swordfish steaks with oil spray and lightly season. Char-grill for 2 minutes each side, or until cooked. Divide vegetables between serving plates and top with fish. Serve with lemon wedges."
336,97,1,"In a plastic container, mix tandoori paste, cumin, lemon juice, two-thirds of the yoghurt and two-thirds of the garlic. Add chicken, coat thoroughly and refrigerate for 3 hours at least."
337,97,2,Soak 8 bamboo skewers in warm water for 30 minutes.
338,97,3,Preheat oven to 180¬8C (350¬8F). Line 2 baking trays with baking paper. Thread chicken pieces onto skewers.
339,97,4,Heat oil in a non-stick frying pan over medium heat and sautv© onion until soft. Transfer to a prepared baking tray.
340,97,5,Increase heat to high. Add chicken skewers and cook for 2 minutes one side and 1 minute other side. Transfer to second baking tray. Bake for 6‚Äì8 minutes. Slip baking tray with onion into oven for final 2 minutes of cooking time.
341,97,6,"Meanwhile, bring water to a simmer in a large saucepan. Add spinach and cook, stirring gently, until limp. Add remaining garlic and stir gently to combine."
342,97,7,Toss coriander and warm onion to combine.
343,97,8,"Serve wilted spinach topped with onion mixture and chicken skewers and offer lemon wedges, chutney and remaining yoghurt."
344,98,1,"Place chilli, lime juice, fish sauce, lemongrass and garlic in a food processor and blend to a rough paste."
345,98,2,"Heat a wok or large frying pan over high heat. Add oil and, when smoking, add prawns. Stir-fry for 2 minutes, or until prawns have just begun to change colour. Add capsicum, bok choy and chilli paste and stir-fry for a further 3 minutes. "
346,98,3,"To serve, toss through bean sprouts, spring onion and coriander."
347,99,1,Preheat oven to 180 degrees C (350 degreesF).
348,99,2,"Place mushrooms, underside up, in a baking dish. Add thyme, pour over wine and lightly season. Cover with foil and bake for 15 minutes."
349,99,3,"In a bowl, mix goat‚Äôs cheese, spring onion, basil and 1 teaspoon of the oil. Spoon mixture evenly onto mushrooms, then bake for a further 10 minutes."
350,99,4,Mix together balsamic vinegar and remaining oil. Serve mushrooms with a salad of watercress and balsamic dressing.
351,100,1,Preheat oven to 200¬8C (390¬8F).
352,100,2,"Tip eggplant onto a baking tray and lightly spray with oil. Transfer to oven and cook for 15 minutes, or until golden."
353,100,3,"Heat half the oil in a large saucepan over high heat. Add garlic, onion and capsicum and cook for 5 minutes. Add eggplant and tomatoes and cook for a further 10 minutes. Season lightly and stir in basil."
354,100,4,"Meanwhile, spread a large piece of plastic wrap on your work surface. Place veal steaks on top and cover with a second piece of plastic wrap. Using a rolling pin, lightly flatten steaks. "
355,100,5,"Heat remaining oil in a large non-stick frying pan over high heat. Add scaloppine and cook for 2 minutes each side, or until done to your liking. Serve with caponata and wedges of lemon, and offer a side salad."
356,101,1,"Spread a large piece of plastic wrap on your work surface. Place veal slices on top and cover with a second piece of plastic wrap. Using a rolling pin, flatten slices to 5 mm thickness. Lightly dust escalopes with flour. "
357,101,2,"Heat half the oil in a large frying pan over medium heat. Cook escalopes for 2 minutes each side, or until golden. "
358,101,3,"Meanwhile, place fennel, onion, spinach leaves and olives in a large bowl. Drizzle with remaining olive oil and the juice of 1 lemon, and season with pepper. Serve salad with veal steaks and the remaining lemons cut into wedges."
359,102,1,Preheat oven to 180¬8C (350¬8F).
360,102,2,"Rub meat with oil and lightly season. Place rosemary, garlic and lemon in a baking dish and pour in wine. Place lamb on top and bake for 1 hour."
361,102,3,"Remove from oven, cover loosely with foil and set aside to rest for 10 minutes before carving. (This cooking time will produce pink lamb. If you prefer yours slightly more cooked, leave it in the oven for another 10‚Äì30 minutes.)"
362,102,4,"Serve with your favourite vegetables - either potato and pumpkin, peeled and added to the bakingdish 1 hour before the end of cooking time; or fresh greens, such as peas or beans, steamed, boiledor blanched."
363,103,1,"Heat oil in a heavy-based saucepan over medium heat. Add leek, celery, garlic and fennel and cook for 10 minutes, or until vegetables are soft. Add tomatoes, wine and stock and bring to a boil. Reduce heat and simmer for 20 minutes. Add fish and simmer for a further 10 minutes. Gently stir through basil, lemon zest and lemon juice, reserving a little basil and zest to garnish, if desired. Season to taste. "
364,103,2,Serve with a big green salad and crusty bread from your daily bread allowance.
365,104,1,"Place sirloins on a large plate and sprinkle both sides of the meat with Sichuan pepper. Preheat a grill plate or barbecue grill to high and cook steaks for 4 minutes each side (for medium‚Äìrare), or until done to your liking. Transfer to a clean plate, lightly cover with foil and allow to rest for 5‚Äì10 minutes."
366,104,2,"Meanwhile, heat a wok or large non-stick frying pan over high heat. Add oils and, when smoking, add onion and garlic and stir-fry for 2 minutes. Add broccoli and capsicum and cook for a further 2 minutes, stirring constantly. Add soy sauce, hoisin sauce and water and toss to coat. Serve vegetables alongside the peppered sirloins."
367,105,1,"Heat half the oil in a large heavy-based saucepan over high heat. Add mince in two batches and cook for 5 minutes, or until just browned. Transfer to a large bowl. Add remaining oil to pan, along with onion, and cook for 5 minutes, or until onion is soft. Return mince to pan, add dried herbs, capsicum, tomatoes and stock and bring to a boil. Reduce heat and simmer for 35 minutes. Stir in pasta, zucchini and peas, then carefully pour into a 2 litre ovenproof dish."
368,105,2,"Meanwhile, preheat oven to 200¬8C (390¬8F). Sprinkle cheese over pasta bake, transfer to oven and cook for 10 minutes, or until cheese is golden. Serve with a mixed-leaf salad."
369,106,1,"If using bamboo skewers, soak them in hot water for 30 minutes before use."
370,106,2,"In a bowl, mix lamb, Weet-bix, lemon zest, garam masala, garlic and eggs. Season lightly. Form mixture into 8 short, thick sausages. Thread onto skewers."
371,106,3,"Heat oil a large non-stick frying pan over medium heat. Add koftas and cook for 5 minutes each side, or until cooked through."
372,106,4,"Meanwhile, mix minted yoghurt ingredients in a small bowl. Mix all tomato salad ingredients in a separate bowl and divide among serving plates. Arrange koftas on top and serve with minted yoghurt."
373,107,1,Preheat oven to 180¬8C (350¬8F).
374,107,2,"Using your hands, rub mustard all over beef. Season with pepper. Heat oil in a flameproof baking dish over high heat. Add beef and sear on all sides. Place onions, pumpkin and parsnips in baking dish around beef and sprinkle with rosemary. Roast for 35 minutes, or until done to your liking. Transfer meat to a plate, cover lightly with foil and allow to rest for 10 minutes."
375,107,3,"Meanwhile, bring a small saucepan of water to a boil. Add beans and cook for 5‚Äì6 minutes, then drain."
376,107,4,Slice beef and serve with roasted vegetables and beans.
377,108,1,Preheat oven to 200¬8C (400¬8F).
378,108,2,"Wrap potato in foil and bake on oven rack for 35‚Äì40 minutes, or until soft when lightly squeezed."
379,108,3,"Remove foil and cut potato in half. With a teaspoon, scoop potato flesh into a bowl. Add ham, rosemary, spring onion and cheese (reserving a little cheese for later) and mix well. Spoon ham and potato mixture back into potato skins, then sprinkle with reserved cheese. Place on a baking tray and bake for 10 minutes, or until cheese has melted. Serve with a crisp salad."
380,108,4,"Baked potatoes make a wonderfully easy dinner when there isn‚Äôt much in the pantry. Have a rummage in the cupboard and see what you can find ‚Äì you‚Äôll be surprised how much of it goes well with a baked potato. Here are a few suggestions to get you started: caramelised onion and low-fat fetta; lean bacon, rosemary and rocket leaves; poached chicken, leek and fresh herbs; or tuna, lemon and spring onion (scallion)."
381,109,1,"Place garlic, ginger, spring onions, coriander stalks and coconut milk in a food processor and blend to form a paste. Transfer paste to a large bowl and add fish sauce, sherry, soy sauce, sesame oil and chilli, stirring to combine. Add chicken and toss to coat thoroughly. Cover and refrigerate for 1 hour."
382,109,2,Preheat oven to 200¬8C (390¬8F).
383,109,3,"Transfer chicken pieces to a rack placed in a baking dish and bake for 35 minutes. Remove chicken from oven, cover with foil and set aside to rest for 5 minutes. "
384,109,4,"Meanwhile, steam bok choy and divide among serving plates. Add chicken, sprinkle with extra coriander and serve with extra steamed greens, such as choy sum, and rice or noodles from your daily bread allowance, if desired."
385,110,1,"If using bamboo skewers, soak in hot water for 30 minutes prior to use."
386,110,2,Place all ingredients other than meat in a food processor and blend until well combined.
387,110,3,"Thread meat onto 8 skewers and place in a shallow dish.  Pour over marinade, turning kebabs to coat thoroughly. Cover with plastic wrap and allow to marinate for at least 30 minutes."
388,110,4,"Heat a grill plate or barbecue grill to hot. Grill kebabs for 2 minutes each side¬ø‚Äì¬ø8 minutes in total¬ø‚Äì¬øor until done to your liking. (During cooking, brush kebabs with leftover marinade.)"
389,110,5,Serve with a salad or vegetables.
390,110,6,"Kebabs are a wonderful way to experiment with different meats, vegetables and marinades, since almost everything works. Choose your favourite type of meat or vegetables, turn to the Marinades, Sauces and Rubs chapter, and go for your life."
391,111,1,"In a small bowl, combine the spring onions, ricotta, lemon zest and juice, parsley and pine nuts. Season lightly, then cover and refrigerate for 10 minutes."
392,111,2,"Meanwhile, with a sharp knife, make a long incision along the side and into the centre of each chicken breast, being careful not to cut through to the other side. "
393,111,3,"Spoon a quarter of the ricotta mixture into each breast. Place 2 slices of prosciutto on your work surface, overlapping them slightly. Place a stuffed chicken breast across the prosciutto, then roll up and secure with toothpicks. Repeat with remaining chicken and prosciutto."
394,111,4,Preheat oven to 180¬8C (350¬8F).
395,111,5,"Heat oil in a frying pan over high heat. Add chicken and cook for 4 minutes each side, then transfer to a baking tray. Bake for 10 minutes, or until cooked through."
396,111,6,Serve chicken with mixed steamed vegetables.
397,112,1,"Discarding the outer leaves, carefully cut whole leaves from the lettuce head, trimming them to form cups."
398,112,2,"In a bowl, mix oyster sauce, soy sauce, sesame oil, cornflour, chilli and egg. Set aside."
399,112,3,"Heat oil in a large frying pan over high heat. Add mushrooms, garlic and ginger and cook, stirring, for 1 minute. Add pork and cook, stirring to break up any clumps of meat that form, for 8‚Äì10 minutes, or until brown and cooked. Drain off any excess liquid."
400,112,4,"Return pan to heat, then add water chestnuts and noodles and cook for 4 minutes. Stir oyster sauce mixture, then add to pan and cook for 10 minutes, or until sauce has thickened. Allow mixture to cool a little."
401,112,5,Place lettuce leaves on serving plates and divide meat mixture between them. Drizzle hoisin sauce over meat and sprinkle with spring onions. Serve with steamed greens.
402,113,1,"Put lettuce, cucumber, capsicum, olives, tomato and onion into a large salad bowl. Add oil and lemon juice and toss. Season to taste."
403,113,2,Crumble fetta over top and serve.
404,114,1,Preheat oven to 180¬8C (350¬8F). Lightly grease a loaf tin.
405,114,2,"In a large bowl, mix all ingredients using your hands. Season lightly. Press mixture into loaf tin, cover with foil and bake for 40 minutes. Remove foil and bake for a further 15 minutes, or until a brown crust forms. Tilt loaf tin and drain off any excess liquid, then allow meatloaf to stand for 10 minutes before cutting and serving."
406,115,1,Place garlic and oil in a bowl. Add lamb and toss to coat thoroughly.
407,115,2,"Heat a large frying pan over high heat. Brown lamb, in small batches, for 1‚Äì2 minutes, then remove from pan and set aside. Add onion to pan and cook for 5 minutes, or until soft. Stir through tomato paste, wine, sultanas, chilli, mint, paprika, pine nuts and lemon zest and cook for 2‚Äì3 minutes. Return meat to the pan to heat through."
408,115,3,"Meanwhile, bring a small saucepan of lightly salted water to a boil. Blanch broccolini for 2‚Äì3 minutes, then drain."
409,115,4,Top lamb with onion mixture and serve broccolini alongside.
410,116,1,"Heat half the oil in a small saucepan over medium heat. Add garlic, chilli and spring onion and cook, stirring, for 2 minutes, or until garlic is golden. Reduce heat to medium‚Äìlow, then add herbs, capers and wine and cook, stirring occasionally, for 5 minutes. Remove from heat and stir through chopped tomato."
411,116,2,"Heat a large non-stick frying pan over high heat. Brush fish with remaining oil and sear each side for 2 minutes. Transfer to an ovenproof baking dish and spoon sauce over fish. Bake for 6‚Äì8 minutes, or until cooked ‚Äì when cooked, the flesh will flake away easily when pressed with a fork."
412,116,3,Serve with a green salad. 
413,116,4,"Experiment with different ingredients in the baking dish.For example, top 800 g whiting or flathead with onion slices, chopped parsley, lemon zest and fresh thyme. Pour overwhite wine, or lemon juice mixed with crushed garlic, anda drizzle of oil."
414,117,1,"Heat a large non-stick frying pan over high heat. Coat steaks with oil and cook for 3 minutes each side, or until done to your liking. You may need to do this in batches ‚Äì if you crowd the pan, the steaks will stew rather than sear. Place steaks in a warm place, or cover with foil, and set aside for 5 minutes to rest."
415,117,2,"Meanwhile, layer rocket, tomato and avocado on the toast."
416,117,3,Thickly slice each piece of beef and place on a sandwich. Top with onion and drizzle with the remaining oil and balsamic vinegar.
417,117,4,Serve with salad.
418,118,1,"If you’re using dried chickpeas, put them in a bowl covered with plenty of fresh cold water the night before and leave them to soak in the fridge. The next day, drain the soaked chickpeas and place them in a saucepan, cover with fresh water, add a bay leaf and simmer for a couple of hours or until the chickpeas are soft. Add salt to taste at the end. Don’t throw away the cooking liquid – this is gold and you’ll need it for the sauce. If using canned chickpeas, skip to next step."
419,118,2,"In another saucepan, gently heat a smashed garlic clove, a sprig of rosemary (minus the twigs, or remove them before adding the chickpeas) and the chilli in a few tablespoons of olive oil. When the garlic begins to get fragrant and soften, perhaps even slightly colour, add the tomato and let sizzle for a few minutes."
420,118,3,"Add a ladle-full of the chickpea liquid (if you’ve used canned, use the liquid in the can) and about two-thirds of the chickpeas. Puree the remaining chickpeas before adding to the saucepan to create a creamy, thick sauce. There are some who remove the lump of smashed garlic before adding the chickpea puree – but I leave it in."
421,118,4,"Add more of the chickpea liquid (or water or stock) to the sauce until it is quite watery, then add the pasta and cook until the al dente and the sauce has reduced. If you choose to use a long pasta, you may want to cook it separately in a pot of water then simply add it to the ready sauce."
422,118,5,"By the time the pasta has cooked, the sauce should be creamy, not watery, but not too thick either. Like a creamy soup. Season with salt and plenty of freshly ground pepper. Ladle into shallow bowls, pour over your very best extra virgin olive oil, more freshly ground pepper and then let it sit for a moment or two before serving as it will be piping hot and it needs to cool a little to be best enjoyed. Grated Parmesan or Pecorino cheese is entirely optional. Serve this pasta dish with a spoon."
423,119,1,Bring large pot of water to boil.  Add pasta and cook for recommended time.
424,119,2,"While the pasta is cooking, add 2/3 of the spinach into a food processor.  Add olive oil, walnuts, garlic and salt. Process until you get desired texture – I prefer some slight chunks but you can also process it very smooth."
425,119,3,"When pasta is done cooking, drain and rinse or shock pasta in cold water to stop the cooking process and cool the pasta.  Put pasta into a large salad bowl."
426,119,4,"Add 2/3 of spinach pesto mixture to pasta and stir to coat.  Sprinkle in ¾ of the cheese while mixing to distribute.  Check seasoning and add salt or more cheese if necessary. If taking this to a potluck, here is a good stopping point. You can dress the salad and toss all the ingredients together right before serving to make sure the spinach doesn’t wilt."
427,119,5,Add rest of spinach to bowl and most of tomatoes.  Squeeze a little lemon juice onto leaves and add the rest of the pesto and a sprinkling of salt.  Toss leaves to coat.
428,119,6,"Bring pasta up from bottom and toss with greens. Add remaining tomatoes, pine nuts and cheese before serving."
429,120,1,"Cut the eggplants crosswise into 1-inch thick slices. Lay the slices on a baking sheet, salt them well on both sides, and set aside for half an hour or so."
430,120,2,Preheat the oven to 425° Farenheit.
431,120,3,"Drizzle two tablespoons of olive oil over the eggplant, tossing the slices to coat them. Sprinkle with sea salt and black pepper. Arrange them in a single layer on the baking sheets and roast them until they're tender and browning, about 20 minutes."
432,120,4,"While the eggplant roasts, heat remaining tablespoon of the olive oil on low heat in a large saucepan. Add the onions and the minced garlic and sautée them until onions are soft (8 to 10 minutes). Add the tomatoes, oregano, pepper flakes, and basil. Continue to cook, stirring occasionally, till the sauce has thickened up (approximately 10 to 12 minutes). When the eggplant is ready, remove it from the oven, chop it into 1-inch pieces, and add it to the sauce. Continue to simmer gently on very low heat."
433,120,5,"Bring a large pot of salted water to boil. Add the pasta and cook until al dente, about 8 minutes. Drain the pasta and gently fold in the sauce. Top the pasta with additional chopped basil and red pepper flakes to taste. Serve."
434,121,1,"Bring a large pot of generously salted water to a boil. Meanwhile, spread the bacon in a large saute pan, add the garlic clove, and set over medium heat. Cook the bacon until it's crisp and its fat has rendered. As you remove the bacon from the heat, stir in the red pepper flakes."
435,121,2,"Grate the summer squash on a box grater. Gather the gratings in a bowl and salt the squash -- I add about 1 1/2 teaspoons coarse kosher salt. Toss to mix. Let sit for at least 10 minutes, and up to 30 minutes."
436,121,3,"When the water is boiling, add the pasta and cook until al dente. Drain the pasta but don't shake it; you want a little pasta water to help create a sauce. Pour it back in the pot."
437,121,4,"Take fistfuls of the squash and squeeze it as firmly as possible to extract any liquid. Add the pressed squash to the pasta. Continue until all the grated squash has been squeezed. Then scrape the corn into the pot, and use a slotted spoon to add the bacon (if there's less than 2 tablespoons fat in the pan, I add the bacon and fat to the pasta); discard the garlic clove. Toss the pasta. Adjust the seasoning, adding more salt if needed. Also pepper and the basil. Toss again. Sometimes I add a few tablespoons of olive oil at this point. Spoon into shallow bowls and top with grated, cheese, but not too much. (And pour yourself a glass of sparkling Gruner Veltliner.)"
438,122,1,"Rinse, trim beards if any, and scrub mussels under cold running water, disgarding any broken shells."
439,122,2,"Add 1/8 cup olive oil to large pot and saute onion, celery, garlic until limp, then add zest, lemon juice, wine, cinnamon, tomatoes, oregano, paste, sea salt & pepper, red pepper if desired, and bring to a boil."
440,122,3,Add mussels and steam until all are opened about 10-12 minutes max.
441,122,4,"Place 1 cup cooked angel hair in each serving bowl, and top with 1 tablespoon butter and 1 tablespoon grated cheese."
442,122,5,"Scoop mussels and broth on top and surrounding pasta, drizzle remainder of olive oil and top with rest of grated cheese."
443,122,6,"Top with drizzle of olive oil and remaining grated cheese, and serve with crusty bread for dipping into the broth."
444,123,1,"Combine flour, sugar, salt and baking powder in the work bowl of a food processor fitted with a metal blade. Pulse several times to combine. Add the butter and pulse about 10 times until the dough becomes pebbly in texture. Add the eggs and pulse repeatedly until the dough begins to stick together. Slowly add the ice water by the tablespoonful, while using a few long pulses. Add more drops of ice water as necessary, until the dough holds together well. Invert the dough onto a floured work surface. Form the dough into a ball, flatten into a disc, wrap in plastic wrap, and refrigerate while preparing the filling. (Dough can be refrigerated for up to 2 days before continuing.)"
